state,vegetable,fork-ranger-name,January,February,March,April,May,June,July,August,September,October,November,December
arizona,rosemary,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arizona,rutabaga,?,Prime Time,Prime Time,Last Chance,,,,,,,,,Starting Now
arizona,sage,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arizona,salsify,-,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
arizona,shallots,?,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arizona,shell-beans,-,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arizona,sorrel,-,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
arizona,spinach,Spinach,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
arizona,sprouts,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,strawberries,Strawberry,,Starting Now,Prime Time,Last Chance,,,,,,,,
arizona,summer-squash,Summer squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arizona,sunchokes,-,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,,,,,
arizona,sweet-potatoes,Sweet potato,Prime Time,Prime Time,Last Chance,,,,,,,,,Starting Now
arizona,tangerines,-,,,,,,,,,,,Starting Now,Last Chance
arizona,tarragon,-,,,,Starting Now,Prime Time,Last Chance,,,,,,
arizona,thyme,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,tomatillos,?,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,tomatoes,Tomato,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,turnips,Turnip,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arizona,watercress,?,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arizona,watermelon,Watermelon,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arizona,winter-squash,Winter squash,,,,,,,,,Starting Now,Prime Time,Last Chance,
arizona,zucchini,Zucchini,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,
arkansas,apples,Apple,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,arugula,Rocket,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,asian-pears,?,,,,,,,,Starting Now,Prime Time,Last Chance,,
arkansas,asparagus,Asparagus,,,,Starting Now,Last Chance,,,,,,,
arkansas,basil,-,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,beets,Beetroot,,,,Starting Now,Last Chance,,,,,,Starting Now,Last Chance
arkansas,black-eyed-peas,-,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,blackberries,Blackberry,,,,,,Starting Now,Last Chance,,,,,
arkansas,blueberries,Blueberry,,,,,,Starting Now,Last Chance,,,,,
arkansas,bok-choy,Bok Choy?,Last Chance,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time
arkansas,boysenberries,?,,,,,,Starting Now,Last Chance,,,,,
arkansas,brambles,--BROAD-CATEGORY--,,,,,,Starting Now,Last Chance,,,,,
arkansas,broccoli,Broccoli,,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Last Chance
arkansas,brussels-sprouts,Brussels sprouts,,,,,,,,,,Starting Now,Prime Time,Last Chance
arkansas,cabbage,White cabbage,Last Chance,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time
arkansas,cantaloupe,Cantaloupe?,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,cardoons,Cardoon?,,,,,,,,,,Starting Now,Prime Time,Last Chance
arkansas,carrots,Carrot,,,,,Starting Now,Last Chance,,,,,Prime Time,
arkansas,cauliflower,Cauliflower,,,,,Prime Time,,,,,,,
arkansas,celery,Celery,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,celery-root,-,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,chard,Swiss chard?,,,,Prime Time,,,,,,,Prime Time,
arkansas,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
arkansas,chicories,?,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,chili-peppers,-,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,chives,-,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,cilantro,-,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arkansas,collard-greens,Collard greens?,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,cucumbers,Cucumber,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,edamame,-,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,eggplant,Aubergine,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,endive,Endive,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,fava-beans,-,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,,
arkansas,fennel,Fennel,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
arkansas,garlic,-,,,,,Starting Now,Prime Time,Last Chance,,,,,
arkansas,garlic-scapes,-,,,,,,Prime Time,,,,,,
arkansas,gooseberries,Gooseberries,,,,,,Starting Now,Last Chance,,,,,
arkansas,grapes,Grapes,,,,,,,Starting Now,Prime Time,Last Chance,,,
arkansas,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,green-onions,-,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
arkansas,ground-cherries,-,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,horseradish,Horseradish?,Prime Time,Last Chance,,,,,,,,,,Starting Now
arkansas,kale,Kale,,,Starting Now,Last Chance,,,,,,,Starting Now,Last Chance
arkansas,kohlrabi,Kohlrabi,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arkansas,lamb's-quarters,-,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arkansas,lavender,-,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,leeks,Leek,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,lettuce,Lettuce,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,lima-beans,-,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,melons,--BROAD-CATEGORY--,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,mint,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,morels,-,,,Starting Now,Prime Time,Last Chance,,,,,,,
arkansas,mushrooms,-,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,mustard-greens,-,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,nectarines,Nectarine,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,nettles,-,,,Starting Now,Last Chance,,,,,,,,
arkansas,okra,Okra?,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,onions,-,,,,,Starting Now,Last Chance,,,,,,
arkansas,oregano,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,parsley,-,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
arkansas,parsnips,Parsnip,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,pawpaw,Pawpaw?,,,,,,,,Starting Now,Last Chance,,,
arkansas,pea-shoots,?,,,,Starting Now,Last Chance,,,,,,,
arkansas,peaches,Peach,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,pears,Pear,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
arkansas,peas,Peas,,,,Starting Now,Last Chance,,,,,,Starting Now,Last Chance
arkansas,pecans,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arkansas,peppers,--BROAD-CATEGORY--,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,plums,Plum,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,potatoes,Potato,,,,,Starting Now,Prime Time,Last Chance,,,,,
arkansas,pumpkin,Pumpkin,,,,,,,,,Starting Now,Prime Time,Last Chance,
arkansas,purslane,-,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arkansas,radicchio,Radicchio?,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,radishes,Radish?,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Last Chance
arkansas,rapini,Rapini,Last Chance,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
arkansas,raspberries,Raspberry,,,,,,Prime Time,,,,,,
arkansas,rhubarb,Rhubarb?,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
arkansas,rosemary,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,rutabaga,?,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
arkansas,sage,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,salsify,-,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
arkansas,shallots,?,,,,,,Starting Now,Last Chance,,,,,
arkansas,shell-beans,-,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,snap-peas,?,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,snow-peas,?,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,sorrel,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,spinach,Spinach,,,Starting Now,Last Chance,,,,,,,Starting Now,Last Chance
arkansas,sprouts,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arkansas,strawberries,Strawberry,,,,,Starting Now,Last Chance,,,,,,
arkansas,summer-squash,Summer squash,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,sunchokes,-,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
arkansas,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Prime Time,Last Chance,,
arkansas,tarragon,-,,,,Starting Now,Prime Time,Last Chance,,,,,,
arkansas,thyme,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,tomatillos,?,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,tomatoes,Tomato,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,turnips,Turnip,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,watercress,?,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,watermelon,Watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
arkansas,winter-squash,Winter squash,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
arkansas,zucchini,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
northern-california,apples,Apple,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
northern-california,apricots,Apricot,,,,,Starting Now,Prime Time,Last Chance,,,,,
northern-california,artichokes,Artichoke,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,arugula,Rocket,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,asian-pears,?,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,asparagus,Asparagus,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
northern-california,avocados,Avocado,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,beets,Beetroot,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,blackberries,Blackberry,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,blueberries,Blueberry,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
northern-california,bok-choy,Bok Choy?,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,boysenberries,?,,,,,,Starting Now,Last Chance,,,,,
northern-california,brambles,--BROAD-CATEGORY--,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,broccoli,Broccoli,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,brussels-sprouts,Brussels sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,burdock,Burdock,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,cabbage,White cabbage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cactus-pears,-,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cantaloupe,Cantaloupe?,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cardoons,Cardoon?,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time
northern-california,carrots,Carrot,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cauliflower,Cauliflower,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,celery,Celery,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,celery-root,-,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,chard,Swiss chard?,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cherimoyas,Cherimoya,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
northern-california,cherries,Cherry,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
northern-california,chestnuts,-,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,chickpeas,-,,,,Starting Now,Last Chance,,,,,,,
northern-california,chicories,?,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
northern-california,chives,-,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cilantro,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,citrus,--BROAD-CATEGORY--,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,clementines,Clementine,Prime Time,Last Chance,,,,,,,,,,Starting Now
northern-california,collard-greens,Collard greens?,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,cucumbers,Cucumber,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,dates,Dates,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,edamame,-,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,eggplant,Aubergine,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,endive,Endive,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,fava-beans,-,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
northern-california,fennel,Fennel,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,fiddleheads,Fiddleheads,,,Starting Now,Prime Time,Last Chance,,,,,,,
northern-california,figs,Fig,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
northern-california,garlic,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,garlic-scapes,-,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
northern-california,ginger,-,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,gooseberries,Gooseberries,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,grapefruit,Grapefruit,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now
northern-california,grapes,Grapes,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
northern-california,green-onions,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,guava,Guava,,,,,,,,,,,Starting Now,Last Chance
northern-california,horseradish,Horseradish?,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,kale,Kale,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,kiwi,Kiwi,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,kohlrabi,Kohlrabi,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
northern-california,kumquats,?,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,,,
northern-california,lamb's-quarters,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lavender,-,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
northern-california,leeks,Leek,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lemongrass,-,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,lemons,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lettuce,Lettuce,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,limes,-,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
northern-california,loquats,Loquat?,,,,,Starting Now,Last Chance,,,,,,
northern-california,mandarins,Mandarin oranges?,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
northern-california,mangoes,Mango,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,melons,--BROAD-CATEGORY--,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,mint,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,moringa,?,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,mushrooms,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,mustard-greens,-,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,nectarines,Nectarine,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
